heart_rate,accel_mag,accel_x,accel_y,accel_z,hrv,mov_trend,fatigue
94,1.78,0.277,-1.138,0.318,26.947,0.918,0
155,0.791,-0.583,-0.356,-0.071,29.263,0.884,1
104,1.801,0.46,-1.007,-0.624,29.263,0.931,0
149,0.972,-0.084,0.325,-0.318,29.947,0.861,0
173,0.133,-0.117,0.015,0.023,30.053,0.745,1
96,2.257,-0.271,1.597,-0.976,33.368,0.766,0
79,1.901,-0.522,1.194,0.441,33.632,0.856,0
85,1.307,-1.025,0.377,-0.098,32.158,0.931,0
161,0.64,-0.114,0.243,0.005,35.947,0.979,1
168,0.873,-0.111,-0.158,0.416,36.316,1.047,0
183,0.137,0.014,0.038,0.005,32.474,1.043,1
136,0.967,0.188,-0.898,0.059,33.368,1.013,0
140,0.856,0.423,0.172,0.046,32.737,0.957,0
152,0.734,-0.021,-0.051,-0.26,32.789,1.039,1
158,0.951,0.47,-0.749,0.045,32.947,1.117,1
146,1.293,0.475,-0.786,-0.208,31.368,1.038,0
93,2.136,-0.171,0.263,0.073,33.158,1.175,0
160,0.846,-0.188,-0.409,-0.117,34.684,1.053,1
65,1.488,-0.749,-0.482,-0.322,39.579,1.145,0
99,1.663,-0.353,2.161,0.526,37.316,1.36,0
150,0.903,-0.6,0.723,-0.148,36.789,1.178,0
119,1.18,0.357,0.058,-0.052,35.737,1.017,0
83,1.753,0.722,-0.675,-0.299,35.263,1.017,0
142,1.767,0.262,0.421,0.233,37.105,1.093,0
95,1.478,0.103,-0.026,0.143,35.526,1.136,0
91,1.679,0.828,1.469,0.041,34.842,1.286,0
138,1.294,1.472,-1.056,-0.431,37.0,1.297,0
107,1.746,0.035,-0.538,-0.271,34.632,1.372,0
158,0.633,0.687,0.34,-0.182,36.947,1.336,0
98,1.759,-0.821,-0.468,-0.143,39.316,1.343,0
168,0.976,-0.654,-0.024,0.284,40.526,1.364,1
149,1.093,0.218,0.143,0.317,41.316,1.195,1
166,0.473,0.373,-0.153,-0.027,41.579,1.243,1
160,0.688,0.019,-0.71,0.216,41.579,1.155,0
67,2.05,0.202,0.326,-0.317,45.842,1.079,0
142,1.497,-0.649,0.054,0.056,47.0,1.202,0
170,0.408,-0.186,-0.032,0.214,44.947,1.208,1
143,0.661,-0.707,0.466,-0.081,41.368,1.108,1
145,1.368,-0.731,-0.789,0.104,39.684,1.015,0
96,2.213,1.013,-0.84,-0.658,39.579,1.021,0
96,1.73,1.649,0.52,-0.253,37.947,0.944,0
89,2.333,0.431,0.982,-0.63,36.421,0.98,0
187,0.196,0.197,-0.106,-0.059,38.474,0.864,1
72,1.993,-1.179,-0.227,0.45,42.053,0.934,0
86,1.267,-0.746,-0.586,0.545,42.579,0.876,0
137,1.793,1.08,-0.749,1.072,42.789,0.928,0
140,1.493,-0.608,-0.274,-0.268,41.316,0.995,0
136,1.053,0.641,0.494,0.265,38.842,1.043,0
99,2.055,-1.623,-0.575,0.507,37.632,1.158,0
160,0.805,-0.453,0.746,0.146,37.158,1.072,1
142,1.551,-0.98,0.323,-0.017,37.105,1.043,0
121,1.547,0.878,0.468,-0.251,37.316,1.143,0
123,1.161,0.335,-0.688,-0.359,37.105,1.239,0
91,1.837,-0.239,-0.286,0.069,33.895,1.293,0
162,0.813,0.223,0.212,-0.432,33.684,1.167,1
96,2.129,-1.881,-0.689,-0.467,35.684,1.185,0
140,0.868,0.073,0.124,0.231,36.579,1.048,0
156,1.196,-0.153,-0.508,0.196,37.316,1.193,0
146,1.438,0.792,-0.268,-0.283,35.263,1.081,0
79,1.43,1.591,1.18,0.255,38.789,1.117,0
142,1.353,-0.786,-1.121,0.312,41.737,1.049,0
105,1.624,-2.202,-1.211,-0.152,38.526,1.035,0
177,0.41,0.166,0.075,-0.049,36.263,0.975,1
128,1.291,0.259,-1.065,-0.362,38.105,0.88,0
95,1.768,-0.082,1.393,-0.369,37.158,0.978,0
174,0.73,-0.146,0.195,0.095,41.158,0.937,0
87,1.193,-1.136,0.517,-0.586,45.526,0.872,0
97,1.942,-3.172,0.194,-0.67,44.105,0.888,0
96,1.85,0.675,-0.777,-0.035,40.947,0.87,0
87,1.484,-0.424,-1.063,-0.816,40.474,0.957,0
142,1.37,-1.033,-0.334,0.285,42.263,0.906,0
156,0.466,-0.042,0.048,-0.012,42.895,0.951,1
178,0.165,-0.045,-0.139,0.004,42.368,0.859,1
147,1.481,-0.521,-0.515,1.003,40.263,0.883,0
92,1.769,-2.629,0.532,0.806,39.684,0.893,0
136,1.398,-1.037,1.042,0.405,39.684,0.914,0
174,0.23,-0.011,0.076,0.104,40.842,0.841,1
148,1.496,-0.677,0.214,0.615,41.684,0.922,0
119,0.975,0.137,1.238,-0.245,39.684,0.942,0
131,1.736,1.959,0.57,0.312,37.0,0.896,0
180,0.256,-0.0,0.183,0.116,37.632,0.909,1
74,2.128,0.024,-0.46,-0.896,39.421,0.974,0
166,0.153,0.083,-0.252,0.055,41.684,0.847,1
141,1.342,1.073,1.004,-0.513,41.263,0.821,0
154,0.717,-0.43,-0.425,-0.176,37.789,0.757,0
145,0.853,0.075,0.594,-0.047,33.684,0.76,0
154,0.364,-0.104,0.112,0.177,33.632,0.771,1
155,0.704,-0.678,-0.236,0.21,33.632,0.843,1
176,0.265,-0.129,0.093,-0.072,34.263,0.775,1
178,0.319,-0.05,-0.083,-0.003,31.474,0.685,1
173,0.253,-0.04,-0.132,0.012,31.0,0.623,1
180,0.207,-0.016,-0.018,0.031,30.211,0.671,1
92,1.415,1.135,0.651,0.425,33.211,0.627,0
139,1.404,-0.052,0.878,0.098,32.789,0.662,0
181,0.444,-0.145,-0.139,-0.113,32.684,0.592,1
122,1.036,-0.108,0.064,-0.084,33.789,0.652,0
159,1.044,-0.171,0.773,0.135,34.368,0.561,0
178,0.439,-0.254,0.063,-0.168,33.842,0.637,1
182,0.253,-0.081,0.014,-0.121,33.421,0.591,1
96,1.63,0.793,-0.639,0.448,35.368,0.678,0
89,1.865,1.808,1.666,0.465,30.158,0.768,0
160,0.907,-0.15,0.342,0.017,29.053,0.809,0
164,0.913,-0.021,0.041,-0.017,27.947,0.794,1
149,0.74,-0.03,-0.559,-0.09,28.053,0.895,1
129,0.699,-0.273,-0.406,0.13,28.632,1.024,0
154,0.438,0.412,0.037,-0.2,29.474,1.139,1
109,1.338,-1.651,0.216,0.229,31.789,1.238,0
90,1.692,0.124,0.089,-0.371,31.684,1.27,0
107,1.968,0.717,-1.268,0.249,32.474,1.272,0
120,1.068,-0.143,0.212,-0.181,32.895,1.481,0
187,0.328,-0.155,0.172,-0.122,36.053,1.32,1
82,1.748,-0.154,2.464,0.498,36.947,1.523,0
131,1.104,-0.086,-0.369,0.087,37.053,1.545,0
149,0.202,0.147,-0.054,0.033,35.789,1.713,0
156,1.0,-0.54,-0.039,0.005,33.053,1.506,0
169,0.208,0.13,0.015,-0.047,31.789,1.233,1
142,0.723,0.002,-0.084,0.276,32.211,1.163,0
137,1.365,0.581,-0.172,0.083,32.263,1.18,0
172,0.301,-0.007,-0.091,0.1,29.579,1.102,1
170,0.15,-0.172,-0.013,0.042,29.316,1.029,1
106,1.602,-0.306,-0.521,-0.042,28.947,1.101,0
174,0.355,0.201,-0.251,0.133,32.316,0.948,1
84,2.59,-0.668,2.607,-0.984,36.263,0.991,0
80,1.666,-0.257,-0.295,-0.049,35.421,0.935,0
81,2.148,1.577,1.223,0.338,34.158,0.966,0
90,1.747,0.203,-1.015,-0.268,32.263,1.104,0
152,0.931,-0.4,0.971,0.115,34.526,1.004,1
95,1.399,0.514,0.478,0.03,36.632,0.982,0
168,0.176,0.02,-0.166,0.007,39.789,0.983,1
80,1.474,-0.605,-0.624,-0.115,40.895,1.051,0
137,0.859,0.197,0.571,0.171,38.368,1.218,0
190,0.252,0.116,-0.059,-0.142,38.579,1.201,1
90,2.484,-0.089,-0.117,0.749,42.895,1.24,0
159,0.474,0.362,0.565,-0.093,46.158,1.291,1
71,1.781,0.244,-0.092,-0.301,50.105,1.463,0
123,1.227,0.779,0.465,0.159,51.421,1.322,0
115,0.936,0.616,-0.658,-0.511,51.579,1.458,0
157,1.207,-0.976,0.68,0.001,51.947,1.275,0
139,1.571,-0.365,0.672,-0.325,52.789,1.295,0
118,0.858,-0.533,-0.562,0.101,50.526,1.122,0
177,0.386,-0.102,0.142,0.004,50.053,0.947,1
133,1.572,0.144,0.078,0.137,47.632,1.035,0
156,1.026,0.547,-0.974,0.143,48.632,0.994,1
78,1.744,-0.502,0.407,-0.141,52.684,1.091,0
91,1.413,-0.523,-0.022,-0.513,52.895,1.057,0
152,1.047,-0.796,0.519,0.101,52.842,1.028,0
81,1.777,0.599,-0.498,0.407,53.579,1.146,0
163,0.938,-0.374,-0.407,-0.089,54.053,0.99,0
179,0.065,0.018,-0.004,0.022,50.263,0.959,1
173,0.049,-0.031,0.01,0.003,47.579,0.793,1
162,0.647,0.47,0.108,0.108,45.368,0.779,0
155,0.94,-0.161,-0.274,-0.313,40.474,0.757,0
167,1.062,-0.293,0.38,-0.376,37.474,0.805,1
158,0.541,-0.387,-0.223,0.291,33.316,0.754,1
173,0.273,0.321,0.055,-0.03,31.368,0.776,1
168,0.198,-0.088,0.209,-0.027,31.211,0.83,1
152,1.034,0.417,-0.731,0.436,29.842,0.766,0
137,1.258,1.956,-1.218,0.916,29.684,0.797,0
172,0.158,-0.14,-0.048,0.052,30.421,0.639,1
179,0.288,-0.304,-0.288,-0.13,27.684,0.578,1
115,1.222,0.888,-0.371,-0.187,28.737,0.581,0
145,1.229,0.242,0.598,0.646,29.105,0.508,0
164,0.283,0.107,-0.1,-0.105,26.0,0.515,1
156,0.706,-0.379,0.499,-0.355,25.737,0.564,0
148,0.315,0.115,-0.011,-0.007,22.947,0.642,0
90,1.814,0.815,1.626,0.11,22.263,0.743,0
141,1.294,-0.705,0.35,-0.119,20.632,0.766,0
156,0.613,-0.544,-0.043,0.19,20.579,0.744,1
116,1.401,-0.436,-0.452,-0.414,22.368,0.859,0
57,1.694,-1.042,-1.093,0.37,24.895,1.002,0
146,1.343,-0.666,-0.316,0.676,29.211,1.102,0
89,1.708,-0.049,-0.02,-0.269,31.579,1.202,0
138,1.63,-2.199,-1.1,-0.284,33.684,1.209,0
177,0.375,0.282,0.103,0.071,34.947,1.396,1
153,1.58,-2.861,1.497,0.377,35.947,1.675,0
176,0.999,0.461,1.195,0.065,36.316,1.625,1
159,1.709,-0.074,0.251,-0.654,36.421,1.764,0
85,1.578,0.765,1.496,0.434,38.474,2.029,0
133,1.61,0.547,-0.297,-0.075,40.632,1.988,0
91,1.722,-0.514,0.057,0.228,39.474,2.075,0
133,1.595,0.371,-0.156,0.095,40.105,1.842,0
137,1.13,0.347,0.197,0.015,39.316,1.772,0
134,1.736,0.447,-1.126,-0.507,39.053,1.943,0
82,1.829,0.222,-0.005,0.936,41.368,1.84,0
136,1.011,-0.237,0.808,0.124,41.158,1.596,0
85,1.634,-0.584,1.408,0.14,41.158,1.491,0
134,1.045,-0.507,0.452,-0.162,42.947,1.382,0
95,1.416,-0.955,-0.705,0.251,42.895,1.336,0
175,0.285,-0.066,0.108,0.02,44.0,1.312,1
155,0.644,-0.244,0.449,0.174,40.368,1.159,1
87,1.684,-0.822,-0.778,0.162,40.947,1.214,0
119,1.163,0.323,-0.22,-0.008,40.053,1.15,0
134,1.742,0.186,-0.83,-0.372,38.789,1.079,0
164,0.813,0.324,0.693,-0.476,39.105,0.989,1
152,0.521,-0.151,0.076,0.135,38.526,0.866,0
147,1.512,-1.23,0.437,0.152,37.895,0.871,0
178,0.297,-0.005,0.094,-0.03,35.632,0.838,1
138,1.02,-0.627,0.134,-0.082,35.211,0.762,0
80,1.64,-1.49,0.54,-0.041,36.053,0.739,0
146,0.687,-0.032,-0.031,0.071,37.316,0.747,0
159,0.375,-0.008,-0.119,-0.115,37.789,0.679,0
157,0.779,0.05,0.791,-0.061,37.737,0.688,1
71,1.83,-0.282,-1.298,0.219,39.526,0.715,0
126,0.95,0.059,0.141,-0.305,39.579,0.75,0
176,0.197,0.008,0.126,-0.099,39.526,0.763,1
125,1.506,-0.314,0.83,0.547,39.632,0.729,0
165,0.418,-0.174,0.257,0.106,39.684,0.711,1
138,1.308,-0.592,1.028,-0.46,36.895,0.684,0
160,0.123,-0.055,0.022,0.011,37.0,0.677,1
158,0.919,0.417,0.208,-0.05,33.526,0.743,1
166,1.026,0.463,-0.362,0.335,32.263,0.72,0
139,1.507,-0.182,0.509,-0.197,32.895,0.824,0
99,1.859,1.857,-0.199,0.348,33.421,0.91,0
182,0.123,-0.015,0.014,-0.042,37.158,0.828,1
93,2.154,1.022,-0.368,-0.761,41.579,0.936,0
163,0.619,0.559,-0.173,-0.137,43.632,1.032,1
83,1.578,1.046,-2.345,-0.216,45.737,1.106,0
137,0.9,0.707,0.3,-0.439,45.526,1.013,0
169,0.26,0.242,0.041,0.013,43.737,0.926,1
92,1.3,0.772,-0.685,-0.384,47.105,1.026,0
174,0.214,-0.162,0.049,0.06,51.316,0.952,1
130,1.299,0.67,1.134,-0.229,49.105,1.063,0
92,1.595,1.408,-0.063,-0.096,48.211,1.117,0
165,0.777,0.0,-0.098,0.082,49.421,1.225,1
153,0.565,0.105,-0.115,-0.148,47.368,1.163,1
76,1.263,0.763,0.963,-0.124,49.316,1.225,0
180,0.097,-0.045,0.057,0.019,53.368,1.022,1
65,1.603,0.188,-0.532,-0.509,58.263,0.949,0
105,1.487,-1.253,0.402,-0.013,60.263,1.155,0
185,0.272,-0.007,-0.481,0.131,64.053,0.917,1
168,0.577,-0.453,0.064,0.097,63.526,0.9,0
88,2.166,2.26,-0.461,-0.502,65.632,0.892,0
164,0.591,-0.214,-0.195,0.289,65.263,0.926,1
131,1.31,-0.301,-0.092,0.192,62.316,1.043,0
140,1.811,0.342,0.678,-0.492,59.105,1.002,0
147,1.09,0.638,-1.031,0.129,55.263,1.154,0
170,0.29,-0.309,0.06,-0.099,53.632,1.02,1
76,1.45,1.28,-1.153,0.586,56.895,0.992,0
167,0.921,-0.706,0.503,-0.02,57.632,0.961,0
130,1.856,-0.331,-1.23,-0.636,55.263,1.064,0
96,2.342,1.862,-1.366,-1.365,54.737,1.116,0
163,1.725,1.25,-0.762,-0.224,56.263,1.335,0
98,1.9,-1.352,-0.37,0.377,55.842,1.379,0
181,0.352,0.064,0.057,-0.054,59.579,1.187,1
56,1.665,0.763,-0.39,-0.233,62.105,1.45,0
151,0.626,0.288,-0.06,-0.053,61.632,1.458,1
97,1.688,0.801,-1.977,-0.724,58.421,1.365,0
164,0.341,-0.297,-0.136,-0.012,59.842,1.377,1
144,1.577,-1.155,2.364,0.131,56.684,1.299,0
180,0.301,0.201,0.199,-0.011,57.684,1.16,1
176,0.346,-0.099,-0.135,0.197,53.684,1.053,1
177,0.336,-0.558,0.547,0.151,49.737,1.125,1
123,1.497,0.068,-1.589,0.208,50.842,1.138,0
175,0.228,0.156,-0.048,0.016,53.105,1.083,1
85,2.26,-0.089,1.577,0.288,57.474,1.024,0
180,0.271,-0.016,0.202,-0.021,61.263,0.846,1
141,1.531,0.001,-1.78,-0.561,58.368,0.765,0
131,1.134,-0.39,-0.033,-0.465,54.105,0.715,0
167,0.733,0.481,0.544,0.411,54.053,0.779,1
85,1.913,0.561,0.914,-0.434,56.579,0.737,0
97,2.033,2.304,0.014,0.26,53.684,0.806,0
80,1.77,-1.417,-0.991,0.215,51.158,0.829,0
83,1.581,-0.497,-1.296,-0.373,46.947,0.904,0
175,0.569,0.131,0.402,0.313,45.211,0.84,0
176,0.344,-0.298,-0.189,-0.081,40.263,0.913,1
171,0.272,0.006,-0.118,-0.177,37.684,0.948,1
131,1.214,-0.936,-0.228,-0.332,36.263,0.996,0
130,1.045,-0.821,-0.096,-0.272,35.263,0.967,0
182,0.214,0.079,0.144,0.018,36.105,1.006,1
159,0.776,0.322,0.375,0.01,37.105,0.896,1
180,0.341,0.027,0.138,-0.082,38.158,1.024,1
175,0.289,0.073,-0.227,0.123,35.579,0.954,1
137,1.083,2.194,0.335,-0.025,34.842,1.002,0
84,1.845,1.622,1.358,0.25,32.895,1.052,0
151,1.376,-1.107,0.444,0.641,31.421,0.998,0
170,0.769,0.041,0.025,0.145,30.368,0.833,0
158,0.538,-0.278,0.031,-0.037,30.474,0.753,1
165,1.094,-0.482,-0.502,-0.589,28.947,0.672,0
85,2.107,1.115,-0.283,1.962,28.842,0.806,0
176,0.298,-0.005,-0.256,-0.127,33.0,0.801,1
93,1.643,-0.724,0.771,-0.632,36.474,0.888,0
171,0.112,0.028,0.035,-0.08,40.421,0.78,1
176,0.254,-0.111,-0.023,-0.037,35.842,0.754,1
177,0.186,-0.121,0.042,0.032,35.842,0.753,1
91,1.69,1.395,-0.573,-1.01,40.105,0.885,0
126,1.421,0.212,0.029,-0.274,39.842,0.95,0
100,1.775,0.63,-0.202,0.319,41.158,1.138,0
161,0.654,-0.134,-0.008,-0.253,41.632,1.112,0
134,1.469,-0.237,0.306,-0.961,41.842,1.006,0
134,1.623,-0.448,1.293,-1.305,40.737,1.06,0
177,0.179,-0.058,0.046,-0.074,42.737,1.115,1
181,0.131,-0.095,-0.096,0.015,40.947,1.194,1
113,0.99,1.45,0.362,0.57,41.737,1.235,0
144,1.405,-0.421,-0.382,0.276,39.842,1.039,0
174,1.258,-0.246,0.086,-0.092,40.421,1.115,0
136,1.243,0.947,0.195,0.14,41.789,0.983,0
149,1.332,-1.022,-0.98,0.006,42.105,1.154,0
93,1.771,-1.61,-0.051,-0.309,40.842,1.345,0
127,1.662,-0.812,0.18,0.113,37.842,1.464,0
150,1.194,-0.152,0.646,-0.275,34.684,1.329,0
181,0.376,0.42,0.028,0.124,32.211,1.16,1
157,0.768,0.866,-0.308,-0.321,33.211,0.992,1
168,0.696,0.353,-0.119,0.275,33.737,1.021,0
100,1.568,-1.202,-0.596,0.269,32.789,1.053,0
150,0.779,0.773,-0.353,0.119,33.579,0.982,0
177,0.825,0.678,0.39,-0.085,33.632,1.064,1
161,0.959,-1.249,0.411,-0.067,31.263,1.15,0
189,0.368,0.25,0.095,0.056,31.316,1.115,1
121,1.333,-0.926,0.101,0.809,34.895,1.167,0
143,1.621,-0.004,0.18,-0.121,33.789,1.116,0
84,2.228,0.096,1.442,0.137,36.684,1.215,0
87,2.165,-0.934,-0.17,0.3,33.263,1.173,0
181,0.197,-0.128,0.066,-0.044,36.579,0.977,1
130,1.469,-1.024,2.057,0.571,37.684,0.89,0
196,0.292,-0.305,-0.037,-0.011,39.158,0.864,1
83,1.243,0.363,-0.825,0.038,44.421,0.968,0
184,0.092,-0.015,-0.041,0.008,46.789,0.986,1
176,0.316,0.494,0.091,-0.087,45.421,0.96,1
144,1.212,0.929,0.285,-0.35,45.895,0.932,0
132,1.953,-2.139,-0.866,-0.367,44.895,1.06,0
106,1.741,0.1,1.625,0.783,45.0,1.075,0
97,2.093,0.226,-0.062,-0.158,44.895,1.089,0
174,0.04,-0.002,0.026,0.015,45.368,1.111,1
160,0.929,-0.036,-0.812,0.587,43.474,1.091,1
162,1.036,-0.051,0.486,0.422,42.158,1.031,0
148,0.804,-0.217,-0.18,-0.301,42.053,0.892,0
160,0.549,0.168,0.32,0.054,41.211,0.763,0
52,1.402,1.771,-1.735,-0.337,43.316,0.906,0
69,1.884,-0.826,-1.717,0.013,43.053,0.942,0
151,0.937,0.285,0.773,0.024,44.263,1.038,1
128,1.829,1.628,-0.515,-0.276,45.316,1.019,0
79,1.425,-0.558,1.148,0.153,42.947,1.146,0
146,1.01,0.555,0.512,-0.044,43.789,1.219,1
169,0.45,0.012,0.308,0.04,41.526,1.198,1
122,1.36,0.902,0.74,0.042,38.053,1.075,0
131,1.236,-0.744,-0.266,-0.482,33.211,0.988,0
145,1.522,-0.264,0.059,0.091,33.526,0.896,0
94,1.65,0.527,-1.02,1.211,34.526,1.001,0
133,1.588,0.223,0.509,-0.427,35.947,1.062,0
159,0.455,0.037,-0.292,-0.031,35.947,1.064,0
98,1.983,0.498,-3.609,0.178,38.684,1.237,0
146,0.386,0.354,-0.139,0.143,37.158,1.368,0
173,0.719,0.029,0.353,-0.375,37.842,1.215,1
178,0.143,-0.01,-0.089,-0.008,38.0,1.071,1
111,1.518,0.527,0.425,0.593,40.789,1.064,0
127,1.205,-0.182,-0.648,-0.139,41.0,0.99,0
177,0.189,-0.208,-0.05,-0.064,37.947,0.849,1
161,0.888,-0.918,-0.826,0.401,37.895,0.811,1
140,1.396,-0.205,-0.705,-0.151,34.684,0.898,0
152,1.819,-1.627,-0.001,0.019,34.105,0.955,0
106,2.461,0.96,-1.449,-0.646,33.947,1.055,0
145,1.215,1.143,0.471,0.257,32.474,1.073,0
148,0.79,0.343,0.587,-0.265,31.421,0.93,0
144,1.421,1.358,-0.609,-0.353,29.158,0.888,0
148,0.704,0.464,-0.04,0.008,28.895,0.93,0
169,0.82,-0.48,-0.145,0.049,29.263,0.813,0
184,0.119,-0.163,-0.015,0.017,27.368,0.806,1
91,1.857,0.819,-0.511,0.676,30.211,0.898,0
132,1.608,-0.378,0.027,0.203,31.0,1.079,0
151,0.482,0.073,-0.019,-0.322,28.789,0.983,1
177,0.255,-0.011,0.151,-0.047,27.632,0.962,1
163,0.629,-0.575,-0.137,-0.044,26.947,1.068,0
160,0.633,0.211,-0.506,-0.113,26.842,1.06,0
135,1.246,-0.534,-0.269,0.759,24.632,0.989,0
131,1.153,0.186,-0.711,-0.407,24.0,0.922,0
154,0.246,-0.144,-0.285,-0.006,22.579,0.735,1
154,0.689,0.446,0.074,0.358,21.737,0.718,0
73,2.032,1.025,0.7,-0.303,24.895,0.829,0
171,1.09,1.596,0.197,-0.2,29.421,0.818,0
153,0.929,-0.056,-0.21,0.073,27.947,0.819,0
80,1.522,0.521,0.789,0.776,29.737,0.925,0
173,0.348,0.165,0.165,0.048,34.474,0.956,1
178,0.102,-0.069,0.049,-0.045,34.526,0.784,1
142,1.682,-2.576,-0.406,-1.511,36.211,0.724,0
139,0.906,-0.301,0.26,0.08,35.263,0.793,0
129,1.305,0.029,-0.942,-0.388,35.0,0.906,0
141,1.115,-0.194,0.005,-0.265,30.737,0.911,0
156,1.379,-1.2,-0.799,-0.336,29.368,0.971,0
101,1.667,2.133,0.669,-1.334,31.263,1.007,0
98,1.043,-0.188,0.402,0.225,30.053,1.043,0
101,1.834,0.046,-0.767,0.619,29.474,1.339,0
91,1.643,-1.431,-0.4,-0.467,29.842,1.47,0
182,0.271,-0.154,-0.014,-0.178,33.316,1.212,1
154,0.634,-0.016,-0.596,0.492,34.579,1.208,1
175,0.209,-0.077,0.099,-0.041,34.474,1.136,1
98,1.377,0.065,0.578,0.528,38.526,1.071,0
174,0.303,0.099,0.21,0.088,38.263,1.051,1
163,1.137,-0.371,0.294,-0.4,33.684,1.273,0
73,2.18,-0.879,1.777,-1.672,37.474,1.304,0
156,0.765,-0.047,0.771,-0.538,38.0,1.253,1
165,0.766,0.237,0.4,-0.251,33.579,1.125,1
169,0.666,0.096,-0.621,-0.024,33.526,1.058,1
127,1.366,0.552,0.133,0.142,33.842,1.007,0
86,2.028,-0.958,1.688,0.257,35.842,1.003,0
162,0.399,-0.167,-0.004,0.016,39.316,0.97,1
165,0.952,0.054,-0.129,-0.494,38.842,0.833,0
81,2.267,1.075,0.708,0.841,42.474,0.824,0
69,2.466,-0.259,-0.302,0.533,40.211,1.04,0
165,0.732,0.316,-0.147,-0.025,45.105,1.075,0
134,1.439,-1.008,-0.121,0.871,46.579,1.203,0
99,1.933,0.928,0.619,0.125,47.895,1.25,0
133,1.351,0.391,-0.615,-0.333,44.895,1.322,0
128,1.556,-1.789,-0.961,0.064,43.684,1.264,0
171,0.491,0.109,0.249,-0.133,44.842,1.128,1
121,0.967,0.213,0.93,-0.102,43.421,1.149,0
165,0.575,0.157,-0.761,-0.045,41.737,1.176,1
122,1.505,0.304,0.146,0.907,43.421,1.262,0
101,1.675,0.709,0.237,0.028,39.789,1.282,0
156,1.041,-0.047,0.05,0.789,38.316,1.193,0
139,1.174,-1.464,-0.422,-0.643,38.737,1.292,0
116,1.415,0.0,0.257,-0.044,39.737,1.401,0
169,0.124,0.014,-0.035,0.042,40.316,1.204,1
140,1.622,0.254,0.778,0.344,39.684,1.005,0
95,1.964,1.565,0.018,-0.456,38.053,1.069,0
93,2.304,-1.81,0.666,1.024,38.0,1.045,0
166,0.77,0.143,0.6,-0.251,37.421,0.955,0
137,0.896,-0.919,-0.773,-0.102,38.316,0.884,0
102,1.816,0.139,0.608,-0.094,35.105,0.879,0
163,0.818,-0.667,-0.045,0.237,36.684,0.973,0
173,0.223,0.235,-0.086,-0.149,35.368,0.925,1
168,0.621,0.107,-0.133,0.045,33.842,0.936,1
157,1.375,-0.547,0.374,-0.11,34.158,0.891,0
140,1.928,-1.778,2.034,-0.118,32.789,0.89,0
159,0.863,0.609,-0.021,0.359,31.158,0.926,1
148,1.135,-1.026,0.1,-0.206,29.421,0.888,0
142,1.327,-1.258,-0.709,-0.183,27.474,0.864,0
137,1.608,-0.208,0.259,0.132,26.632,1.045,0
120,1.633,0.592,-1.277,-0.221,24.632,1.095,0
157,0.577,-0.312,-0.083,0.012,25.684,0.95,0
158,0.896,0.683,-0.377,-0.106,24.526,0.837,0
173,0.314,0.043,-0.015,0.122,22.526,0.865,1
139,1.492,-0.584,1.012,0.519,22.789,0.92,0
173,0.788,0.416,-0.165,0.108,22.211,0.851,0
144,0.934,-0.137,-0.153,0.482,23.632,0.842,1
146,1.382,-0.992,-2.016,-0.152,19.895,0.942,0
159,0.649,0.631,-0.119,0.111,19.053,0.941,1
85,1.952,0.886,-0.85,0.469,21.105,0.98,0
124,1.362,-0.037,-0.537,-0.554,19.947,0.935,0
134,1.002,0.9,-0.561,0.055,19.947,0.952,0
103,1.633,0.146,1.509,0.475,21.316,0.982,0
84,2.081,0.994,0.208,0.606,21.737,1.029,0
84,2.022,0.813,0.358,-0.119,20.842,0.971,0
93,2.39,-0.333,-0.647,0.845,20.316,1.01,0
160,0.685,0.975,-0.094,-0.198,23.263,1.094,0
86,1.378,-0.452,-0.081,0.508,26.842,1.217,0
112,1.592,1.233,-0.593,0.719,27.947,1.331,0
107,1.75,-1.394,-0.526,0.398,27.316,1.299,0
182,0.262,-0.371,-0.209,-0.059,29.316,1.351,1
153,0.327,0.089,0.045,-0.034,30.789,1.303,1
176,0.592,0.061,-0.018,-0.097,31.211,1.166,0
172,0.096,-0.07,0.05,-0.009,29.632,1.132,1
155,0.793,-0.535,-0.766,0.078,28.737,1.028,1
132,1.22,0.484,0.171,-0.108,28.421,1.054,0
178,0.279,-0.108,-0.106,-0.121,30.737,1.003,1
147,0.62,0.119,-0.041,-0.036,31.684,0.917,0
104,1.677,0.375,-0.566,-0.612,30.053,0.857,0
167,0.245,-0.226,0.321,-0.071,31.316,0.743,1
88,1.675,-0.288,0.138,-0.284,34.947,0.677,0
171,0.491,0.091,0.114,-0.119,37.684,0.664,1
136,1.46,-1.558,-0.208,-0.059,38.526,0.652,0
156,0.334,0.059,0.271,-0.001,39.579,0.554,0
183,0.268,0.15,-0.031,0.038,40.526,0.479,1
136,1.137,0.627,0.509,-0.063,39.474,0.532,0
78,1.514,0.411,-0.172,0.129,38.632,0.606,0
133,1.651,-0.005,-0.439,-0.756,40.158,0.684,0
164,0.443,-0.31,0.129,0.28,41.526,0.722,0
111,1.309,0.443,-0.565,0.251,40.368,0.797,0
122,1.526,0.019,0.0,-0.255,39.421,0.821,0
168,0.313,0.306,-0.174,-0.02,40.632,0.857,1
84,1.542,-0.67,-0.3,-0.123,44.842,0.969,0
175,0.207,0.095,0.083,-0.095,48.737,0.9,1
155,0.805,0.292,-0.126,-0.01,48.579,1.055,1
